entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
USR-0150,user,2024-01-02T11:07:31,48.254.254.95,CA-Central,/api/tokens,token,44.46,"login,upload,verify,logout",iOS-17.2/ARM64|bc:df:cc:e1:c5:ad,normal
DEV-0161,edge_device,2024-01-02T11:09:38,175.176.65.225,EU-Central,/api/payments,sso,93.52,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|25:40:a2:25:e6:ee,normal
USR-0065,user,2024-01-02T11:11:10,59.184.91.78,AF-South,/storage/upload,token,21.94,"login,view,logout",macOS-14.2/ARM64|f7:8d:90:33:63:97,normal
DEV-0142,edge_device,2024-01-02T11:16:16,141.216.56.199,AF-South,/api/logs,certificate,130.09,"login,search,view,logout",Ubuntu-22.04/x86_64|02:28:09:83:6e:4c,normal
SVC-0189,service_account,2024-01-02T11:34:14,157.207.218.132,EU-West,/api/admin,certificate,97.3,"login,search,view,logout",Ubuntu-22.04/x86_64|5f:07:ac:97:62:59,normal
DEV-0000,edge_device,2024-01-02T11:35:13,189.52.44.152,EU-West,/api/tokens,biometric,51.19,"login,view,logout",iOS-17.2/ARM64|39:0c:8c:7d:72:47,normal
DEV-0044,edge_device,2024-01-02T11:36:57,13.127.62.117,EU-Central,/network/firewall,sso,16.43,"login,read,read,logout",Windows-11/22H2|02:36:d9:70:5a:ed,normal
SVC-0007,service_account,2024-01-02T11:42:54,17.108.161.55,ME-Central,/storage/delete,biometric,34.25,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|1c:75:10:a1:cd:89,normal
USR-0133,user,2024-01-02T11:50:01,47.109.174.243,EU-West,/api/users,token,56.71,"login,upload,verify,logout",FW-EdgeOS-3.1|2f:d8:b9:09:b9:9e,normal
DEV-0192,edge_device,2024-01-02T11:52:16,177.60.151.95,AP-South,/api/settings,password,22.46,"login,upload,verify,logout",Android-14/ARM64|3c:ee:9d:51:cf:9f,normal
SVC-0170,service_account,2024-01-02T12:04:23,130.234.123.56,US-West,/db/admin,sso,57.89,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|ff:9d:fe:0b:2e:c9,normal
DEV-0163,edge_device,2024-01-02T12:21:36,163.140.64.161,AF-South,/api/health,token,6.57,"login,upload,verify,logout",Windows-11/22H2|73:b1:91:28:80:64,normal
SVC-0188,service_account,2024-01-02T12:27:30,85.83.234.166,EU-Central,/api/deploy,password,5.47,"login,view,logout",RHEL-9.3/x86_64|fc:44:ef:8b:62:39,normal
SVC-0199,service_account,2024-01-02T12:30:29,31.91.201.136,AF-South,/api/health,password,76.65,"login,search,view,logout",IoT-RTOS-2.4|e5:c1:c0:29:44:b2,normal
DEV-0042,edge_device,2024-01-02T12:55:23,38.12.23.63,SA-East,/api/deploy,certificate,36.35,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|ab:2f:78:9e:73:65,normal
DEV-0192,edge_device,2024-01-02T12:56:52,177.60.151.95,SA-East,/api/payments,password,19.92,"login,upload,verify,logout",Android-14/ARM64|3c:ee:9d:51:cf:9f,normal
DEV-0163,edge_device,2024-01-02T13:00:08,163.140.64.161,AF-South,/api/admin,token,6.2,"login,upload,verify,logout",Windows-11/22H2|73:b1:91:28:80:64,normal
SVC-0144,service_account,2024-01-02T13:01:51,158.180.123.147,SA-East,/api/reports,password,108.35,"login,upload,verify,logout",FW-EdgeOS-3.1|08:7b:49:95:db:00,normal
USR-0077,user,2024-01-02T13:08:12,117.45.161.65,EU-West,/network/scan,biometric,75.29,"login,search,view,logout",Android-14/ARM64|a8:d2:fd:93:cd:12,normal
DEV-0024,edge_device,2024-01-02T13:09:49,31.126.20.159,AP-South,/api/settings,biometric,57.0,"login,search,view,logout",IoT-RTOS-2.4|29:5f:23:22:78:ce,normal
SVC-0136,service_account,2024-01-02T13:13:25,80.240.99.95,EU-West,/api/audit,certificate,30.17,"login,read,read,logout",macOS-14.2/ARM64|79:e3:91:e5:77:7a,normal
DEV-0127,edge_device,2024-01-02T13:23:10,119.231.19.15,US-West,/api/settings,password,9.33,"login,view,logout",macOS-14.2/ARM64|9b:8c:1c:b4:25:9e,normal
SVC-0113,service_account,2024-01-02T13:25:12,58.55.179.217,US-East,/api/tokens,biometric,76.92,"login,search,view,logout",RHEL-9.3/x86_64|9f:b4:35:6c:4f:f6,normal
SVC-0128,service_account,2024-01-02T13:38:17,116.96.164.155,CA-Central,/storage/upload,certificate,102.87,"login,search,view,logout",FW-EdgeOS-3.1|92:27:2e:c4:ec:15,normal
SVC-0093,service_account,2024-01-02T13:40:07,3.25.254.214,EU-West,/api/data-export,biometric,25.1,"login,search,view,logout",FW-EdgeOS-3.1|b7:97:97:0b:ca:8c,normal
SVC-0055,service_account,2024-01-02T13:43:28,156.58.83.247,EU-Central,/api/deploy,token,64.09,"connect,heartbeat,disconnect",Windows-11/22H2|3a:6f:ee:83:bc:55,normal
SVC-0002,service_account,2024-01-02T13:47:51,40.110.172.27,AP-South,/db/write,certificate,95.28,"login,view,logout",Ubuntu-22.04/x86_64|8e:03:51:d8:ae:8e,normal
SVC-0113,service_account,2024-01-02T13:50:47,58.55.179.217,US-East,/network/vpn,biometric,40.54,"login,read,read,logout",RHEL-9.3/x86_64|9f:b4:35:6c:4f:f6,normal
SVC-0001,service_account,2024-01-02T13:55:32,144.101.214.57,SA-East,/api/tokens,biometric,39.19,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|10:0f:2f:6f:77:0d,normal
SVC-0002,service_account,2024-01-02T13:58:11,40.110.172.27,AP-South,/api/reports,certificate,93.02,"login,upload,verify,logout",Ubuntu-22.04/x86_64|8e:03:51:d8:ae:8e,normal
DEV-0195,edge_device,2024-01-02T13:59:17,175.105.250.24,EU-West,/api/users,sso,69.4,"login,upload,verify,logout",FW-EdgeOS-3.1|67:4c:54:a7:e2:3b,normal
DEV-0160,edge_device,2024-01-02T14:15:43,135.210.209.211,EU-West,/api/settings,sso,37.95,"login,view,logout",Ubuntu-22.04/x86_64|42:2c:21:9e:cb:f5,normal
SVC-0191,service_account,2024-01-02T14:32:01,67.184.120.16,AP-South,/api/deploy,password,47.2,"login,search,view,logout",ChromeOS-120/x86_64|78:e4:88:a8:9a:05,normal
DEV-0139,edge_device,2024-01-02T14:42:45,7.212.27.102,CA-Central,/storage/upload,biometric,129.71,"login,read,read,logout",Windows-11/22H2|4b:df:2e:71:e6:b2,normal
DEV-0195,edge_device,2024-01-02T14:43:17,175.105.250.24,EU-West,/api/payments,sso,8.38,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|67:4c:54:a7:e2:3b,normal
SVC-0094,service_account,2024-01-02T14:48:47,161.49.20.80,EU-West,/api/settings,token,30.57,"login,search,view,logout",Ubuntu-22.04/x86_64|75:b4:70:61:80:46,normal
DEV-0024,edge_device,2024-01-02T14:50:10,31.126.20.159,AP-South,/db/admin,biometric,53.48,"login,search,view,logout",IoT-RTOS-2.4|29:5f:23:22:78:ce,normal
DEV-0139,edge_device,2024-01-02T14:51:20,7.212.27.102,CA-Central,/network/vpn,biometric,103.28,"login,upload,verify,logout",Windows-11/22H2|4b:df:2e:71:e6:b2,normal
SVC-0144,service_account,2024-01-02T15:17:00,158.180.123.147,AP-South,/api/logs,password,126.33,"login,view,logout",FW-EdgeOS-3.1|08:7b:49:95:db:00,normal
USR-0069,user,2024-01-02T15:38:55,221.219.156.146,ME-Central,/ssh/connect,sso,9.68,"connect,heartbeat,disconnect",iOS-17.2/ARM64|d5:73:c2:e6:e2:98,normal
SVC-0058,service_account,2024-01-02T15:47:06,112.90.138.158,SA-East,/api/users,biometric,143.11,"login,view,logout",Ubuntu-22.04/x86_64|fa:36:dd:b9:eb:4e,normal
USR-0066,user,2024-01-02T16:43:32,164.251.52.224,ME-Central,/api/health,biometric,77.55,"login,search,view,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
USR-0069,user,2024-01-02T16:43:48,221.219.156.146,ME-Central,/storage/delete,sso,13.86,"login,search,view,logout",iOS-17.2/ARM64|d5:73:c2:e6:e2:98,normal
USR-0168,user,2024-01-02T16:45:15,25.25.148.243,SA-East,/api/logs,certificate,25.54,"login,read,read,logout",RHEL-9.3/x86_64|ee:3e:88:e6:7e:48,normal
SVC-0113,service_account,2024-01-02T17:59:51,58.55.179.217,US-East,/api/tokens,biometric,59.47,"login,read,read,logout",RHEL-9.3/x86_64|9f:b4:35:6c:4f:f6,normal
USR-0167,user,2024-01-03T00:44:12,34.189.54.82,SA-East,/api/audit,password,54.7,"login,read,read,logout",macOS-14.2/ARM64|ae:49:a0:a3:b0:cc,normal
DEV-0118,edge_device,2024-01-03T01:09:24,194.58.176.111,US-East,/api/tokens,certificate,104.78,"login,search,view,logout",ChromeOS-120/x86_64|d9:f8:e2:d4:8b:6e,normal
DEV-0054,edge_device,2024-01-03T03:15:29,160.78.122.33,US-East,/db/admin,sso,25.37,"connect,heartbeat,disconnect",macOS-14.2/ARM64|23:14:0f:7e:66:0a,normal
SVC-0146,service_account,2024-01-03T03:25:42,188.53.170.35,CA-Central,/storage/upload,token,123.58,"connect,heartbeat,disconnect",Windows-11/22H2|81:08:b6:22:b0:7b,normal
DEV-0019,edge_device,2024-01-03T03:42:23,64.98.97.138,CA-Central,/db/read,sso,3.2,"login,download,logout",ChromeOS-120/x86_64|1b:32:1f:ce:ad:37,low_and_slow_exfiltration
SVC-0095,service_account,2024-01-03T04:04:05,192.212.89.52,ME-Central,/api/deploy,certificate,72.06,"login,view,logout",Ubuntu-22.04/x86_64|11:ba:43:2e:97:a7,normal
DEV-0116,edge_device,2024-01-03T04:05:36,88.80.189.80,EU-Central,/api/data-export,biometric,55.53,"login,view,logout",Windows-11/22H2|0f:2e:6e:c0:d6:e8,normal
SVC-0043,service_account,2024-01-03T04:37:44,103.124.75.168,AP-East,/api/data-export,certificate,93.91,"login,search,view,logout",macOS-14.2/ARM64|25:e9:d4:63:c4:fd,normal
SVC-0073,service_account,2024-01-03T04:48:58,113.63.239.177,AP-East,/network/scan,sso,94.19,"login,read,read,logout",FW-EdgeOS-3.1|48:24:1e:54:9d:93,normal
DEV-0176,edge_device,2024-01-03T05:08:49,173.56.213.150,AF-South,/network/vpn,sso,7.63,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|fa:99:f3:08:bc:a9,normal
DEV-0011,edge_device,2024-01-03T05:18:53,41.232.1.245,US-West,/api/users,certificate,15.17,"login,search,view,logout",Windows-11/22H2|3a:88:ae:39:96:de,normal
SVC-0120,service_account,2024-01-03T05:24:51,2.254.220.45,CA-Central,/api/logs,token,11.14,"login,upload,verify,logout",iOS-17.2/ARM64|6c:46:82:94:a7:3d,normal
SVC-0146,service_account,2024-01-03T05:42:16,188.53.170.35,CA-Central,/storage/upload,token,121.59,"connect,heartbeat,disconnect",Windows-11/22H2|81:08:b6:22:b0:7b,normal
SVC-0111,service_account,2024-01-03T06:10:18,213.43.47.111,AP-South,/api/audit,password,102.25,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|82:bf:4e:f2:22:2e,normal
DEV-0036,edge_device,2024-01-03T06:13:28,149.135.19.28,EU-West,/api/data-export,token,101.02,"connect,heartbeat,disconnect",iOS-17.2/ARM64|cc:a9:0e:3b:85:5b,normal
DEV-0051,edge_device,2024-01-03T06:17:19,152.13.42.165,AF-South,/storage/download,sso,70.14,"login,read,read,logout",Android-14/ARM64|cf:54:ef:41:0d:c9,normal
USR-0155,user,2024-01-03T06:19:53,136.187.203.81,US-West,/network/firewall,biometric,37.34,"login,read,read,logout",Ubuntu-22.04/x86_64|e6:bd:be:e3:27:46,normal
USR-0039,user,2024-01-03T06:26:05,142.65.98.108,EU-Central,/api/configs,certificate,110.89,"login,search,view,logout",macOS-14.2/ARM64|99:9e:d1:a7:ce:97,normal
DEV-0049,edge_device,2024-01-03T06:33:06,193.199.214.138,EU-West,/ssh/connect,token,16.49,"login,search,view,logout",RHEL-9.3/x86_64|0a:c2:f4:03:b4:98,normal
DEV-0091,edge_device,2024-01-03T06:33:34,174.80.37.114,AF-South,/api/health,biometric,18.07,"login,view,logout",IoT-RTOS-2.4|82:eb:82:04:ee:93,normal
DEV-0083,edge_device,2024-01-03T06:39:20,86.193.233.239,US-West,/storage/upload,certificate,123.24,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|98:fa:4c:e4:f7:b0,normal
SVC-0078,service_account,2024-01-03T06:42:10,49.185.255.161,EU-West,/api/data-export,password,68.58,"login,search,view,logout",Android-14/ARM64|3b:ce:00:ec:d3:1b,normal
DEV-0131,edge_device,2024-01-03T06:47:07,73.129.76.86,AP-South,/api/configs,certificate,44.5,"connect,heartbeat,disconnect",Windows-11/22H2|1a:ab:21:a8:30:c5,normal
USR-0061,user,2024-01-03T06:57:05,133.97.43.62,SA-East,/db/admin,certificate,82.32,"login,search,view,logout",FW-EdgeOS-3.1|b5:84:ae:8f:8d:05,normal
DEV-0085,edge_device,2024-01-03T07:11:16,217.225.51.135,EU-West,/api/tokens,biometric,71.98,"login,view,logout",FW-EdgeOS-3.1|4d:fd:12:40:a9:33,normal
SVC-0079,service_account,2024-01-03T07:18:24,179.248.62.8,SA-East,/network/scan,sso,6.22,"connect,heartbeat,disconnect",IoT-RTOS-2.4|1a:68:88:43:93:e0,normal
USR-0031,user,2024-01-03T07:21:00,111.65.21.79,AF-South,/storage/delete,token,18.59,"login,search,view,logout",macOS-14.2/ARM64|39:26:4c:12:bd:4b,normal
USR-0081,user,2024-01-03T07:23:44,121.124.233.142,AP-South,/storage/upload,token,43.92,"login,search,view,logout",FW-EdgeOS-3.1|4e:ff:95:8b:d4:f7,normal
DEV-0050,edge_device,2024-01-03T07:31:25,8.199.172.172,ME-Central,/api/data-export,token,70.18,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|70:f9:70:8b:df:f8,normal
USR-0039,user,2024-01-03T07:43:30,142.65.98.108,EU-Central,/network/firewall,certificate,47.89,"login,upload,verify,logout",macOS-14.2/ARM64|99:9e:d1:a7:ce:97,normal
DEV-0070,edge_device,2024-01-03T07:52:44,41.122.88.142,AP-South,/api/logs,certificate,71.73,"login,view,logout",Ubuntu-22.04/x86_64|1e:32:6a:6c:87:29,normal
DEV-0038,edge_device,2024-01-03T07:55:30,171.169.160.170,AF-South,/db/admin,certificate,62.29,"login,view,logout",FW-EdgeOS-3.1|df:00:64:ba:dc:23,normal
USR-0071,user,2024-01-03T07:58:53,9.118.147.181,AP-South,/api/payments,biometric,75.78,"login,upload,verify,logout",FW-EdgeOS-3.1|50:01:d1:e6:f0:95,normal
DEV-0050,edge_device,2024-01-03T08:07:06,8.199.172.172,ME-Central,/storage/delete,token,62.06,"login,upload,verify,logout",Ubuntu-22.04/x86_64|70:f9:70:8b:df:f8,normal
SVC-0128,service_account,2024-01-03T08:10:38,116.96.164.155,AP-East,/db/admin,certificate,97.06,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|92:27:2e:c4:ec:15,normal
DEV-0163,edge_device,2024-01-03T08:12:26,163.140.64.161,AF-South,/api/health,token,5.89,"login,upload,verify,logout",Windows-11/22H2|73:b1:91:28:80:64,normal
DEV-0123,edge_device,2024-01-03T08:23:20,112.205.40.102,CA-Central,/ssh/connect,certificate,14.08,"login,read,read,logout",FW-EdgeOS-3.1|eb:b9:2d:df:36:7c,normal
SVC-0110,service_account,2024-01-03T08:25:36,187.48.160.110,CA-Central,/network/firewall,sso,122.32,"login,read,read,logout",ChromeOS-120/x86_64|74:d3:ad:e8:cc:d4,normal
USR-0106,user,2024-01-03T08:32:55,122.229.185.132,US-East,/api/payments,sso,69.43,"login,view,logout",RHEL-9.3/x86_64|87:1a:40:d7:3a:20,normal
DEV-0161,edge_device,2024-01-03T08:33:34,175.176.65.225,EU-Central,/network/scan,sso,60.69,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|25:40:a2:25:e6:ee,normal
USR-0184,user,2024-01-03T08:40:25,26.211.169.184,EU-Central,/api/logs,password,22.57,"login,read,read,logout",FW-EdgeOS-3.1|7a:7c:19:73:77:1a,normal
DEV-0194,edge_device,2024-01-03T08:41:21,20.57.31.213,ME-Central,/storage/download,biometric,50.66,"login,view,logout",Ubuntu-22.04/x86_64|f1:6f:7e:29:e4:b9,normal
USR-0075,user,2024-01-03T08:48:09,133.226.142.47,ME-Central,/api/health,biometric,26.19,"login,view,logout",Windows-11/22H2|75:0a:89:14:59:f0,normal
USR-0100,user,2024-01-03T08:58:31,151.79.212.168,US-East,/api/data-export,certificate,32.18,"login,search,view,logout",RHEL-9.3/x86_64|78:45:c6:e8:bd:d6,normal
DEV-0156,edge_device,2024-01-03T09:00:17,133.198.60.68,CA-Central,/api/reports,password,104.06,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|8e:7f:3a:0d:5f:ff,normal
SVC-0177,service_account,2024-01-03T09:04:07,44.194.75.211,AF-South,/db/write,certificate,131.05,"login,read,read,logout",ChromeOS-120/x86_64|0d:f2:87:74:1a:f5,normal
DEV-0166,edge_device,2024-01-03T09:04:13,113.212.247.119,CA-Central,/api/audit,certificate,8.37,"login,view,logout",IoT-RTOS-2.4|cf:98:e8:25:1e:50,normal
USR-0045,user,2024-01-03T09:06:52,191.243.230.67,AF-South,/ssh/connect,sso,26.39,"login,upload,verify,logout",iOS-17.2/ARM64|ed:a2:e2:da:e4:51,normal
SVC-0079,service_account,2024-01-03T09:08:19,179.248.62.8,SA-East,/db/admin,sso,5.23,"login,search,view,logout",IoT-RTOS-2.4|1a:68:88:43:93:e0,normal
DEV-0137,edge_device,2024-01-03T09:13:36,210.102.70.224,US-East,/api/payments,certificate,6.38,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|e1:ec:90:c3:d6:52,normal
DEV-0014,edge_device,2024-01-03T09:15:17,68.216.108.238,US-East,/api/data-export,token,122.62,"connect,heartbeat,disconnect",Android-14/ARM64|f8:23:40:41:f3:54,normal
DEV-0130,edge_device,2024-01-03T09:15:45,100.209.173.174,AF-South,/api/settings,biometric,60.53,"login,search,view,logout",macOS-14.2/ARM64|e0:e0:51:ba:be:90,normal
DEV-0036,edge_device,2024-01-03T09:18:01,149.135.19.28,EU-West,/network/scan,token,78.41,"login,search,view,logout",iOS-17.2/ARM64|cc:a9:0e:3b:85:5b,normal
SVC-0017,service_account,2024-01-03T09:19:09,186.242.124.201,US-West,/storage/download,password,20.4,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|24:79:8e:f8:6d:43,normal
USR-0172,user,2024-01-03T09:45:52,14.99.185.142,AP-South,/ssh/connect,biometric,46.41,"login,search,view,logout",iOS-17.2/ARM64|87:bb:ce:bb:17:cd,normal
SVC-0129,service_account,2024-01-03T09:49:14,130.88.20.64,AP-South,/api/configs,biometric,127.9,"login,upload,verify,logout",Windows-11/22H2|4d:1f:e6:34:af:2b,normal
SVC-0090,service_account,2024-01-03T09:50:32,128.73.118.119,US-West,/storage/upload,password,19.53,"connect,heartbeat,disconnect",IoT-RTOS-2.4|5c:57:59:28:c3:7b,normal
USR-0097,user,2024-01-03T10:00:37,4.135.63.117,EU-West,/api/users,token,124.96,"login,upload,verify,logout",RHEL-9.3/x86_64|48:73:cb:bb:2e:ca,normal
SVC-0183,service_account,2024-01-03T10:00:38,52.138.139.36,AP-East,/api/admin,password,128.32,"login,view,logout",Android-14/ARM64|28:b1:e2:83:f5:6d,normal
DEV-0131,edge_device,2024-01-03T10:05:55,73.129.76.86,SA-East,/network/firewall,certificate,33.03,"connect,heartbeat,disconnect",Windows-11/22H2|1a:ab:21:a8:30:c5,normal
SVC-0098,service_account,2024-01-03T10:07:52,7.167.113.166,US-West,/storage/download,biometric,8.2,"login,view,logout",ChromeOS-120/x86_64|86:c3:be:37:77:f1,normal
DEV-0059,edge_device,2024-01-03T10:10:10,213.44.142.226,EU-West,/api/admin,biometric,73.45,"login,view,logout",Android-14/ARM64|f7:ee:df:89:a5:7d,normal
SVC-0058,service_account,2024-01-03T10:10:37,112.90.138.158,SA-East,/api/logs,certificate,106.0,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|fa:36:dd:b9:eb:4e,normal
USR-0075,user,2024-01-03T10:20:16,133.226.142.47,ME-Central,/network/vpn,biometric,44.1,"login,read,read,logout",Windows-11/22H2|75:0a:89:14:59:f0,normal
DEV-0088,edge_device,2024-01-03T10:22:45,114.85.153.232,SA-East,/db/write,sso,58.04,"login,search,view,logout",Ubuntu-22.04/x86_64|93:74:2e:de:32:33,normal
SVC-0135,service_account,2024-01-03T10:27:36,185.224.22.106,AP-South,/storage/delete,token,107.71,"login,view,logout",iOS-17.2/ARM64|43:c0:4e:53:5c:54,normal
DEV-0192,edge_device,2024-01-03T10:28:51,177.60.151.95,AP-South,/api/admin,password,20.44,"login,read,read,logout",Android-14/ARM64|3c:ee:9d:51:cf:9f,normal
USR-0003,user,2024-01-03T10:33:46,187.235.63.250,EU-Central,/api/deploy,biometric,98.62,"login,read,read,logout",ChromeOS-120/x86_64|c2:31:b7:b0:87:16,normal
USR-0034,user,2024-01-03T10:38:12,210.235.179.79,EU-Central,/api/health,token,103.09,"login,upload,verify,logout",Ubuntu-22.04/x86_64|37:c3:13:f0:71:66,normal
DEV-0041,edge_device,2024-01-03T10:54:48,204.86.43.73,AP-South,/storage/upload,certificate,8.64,"login,read,read,logout",Windows-11/22H2|a4:ee:e2:e2:6d:f2,normal
SVC-0138,service_account,2024-01-03T10:55:51,22.82.139.116,SA-East,/api/configs,biometric,18.14,"login,view,logout",iOS-17.2/ARM64|1a:f6:be:34:3f:91,normal
USR-0133,user,2024-01-03T11:12:45,47.109.174.243,EU-West,/ssh/connect,token,87.95,"login,view,logout",FW-EdgeOS-3.1|2f:d8:b9:09:b9:9e,normal
DEV-0040,edge_device,2024-01-03T11:22:43,74.107.220.202,US-East,/api/tokens,sso,147.8,"login,upload,verify,logout",Android-14/ARM64|c2:59:9a:cf:00:9b,normal
SVC-0143,service_account,2024-01-03T11:24:10,164.234.32.29,AF-South,/api/health,biometric,109.85,"login,upload,verify,logout",IoT-RTOS-2.4|79:9a:3e:18:7a:d6,normal
USR-0082,user,2024-01-03T11:26:09,88.136.1.73,CA-Central,/db/write,certificate,5.44,"connect,heartbeat,disconnect",iOS-17.2/ARM64|c4:61:45:23:8d:d4,normal
USR-0097,user,2024-01-03T11:31:46,4.135.63.117,EU-West,/storage/delete,token,116.87,"login,read,read,logout",RHEL-9.3/x86_64|48:73:cb:bb:2e:ca,normal
USR-0025,user,2024-01-03T11:37:52,68.202.67.172,AF-South,/api/logs,password,80.12,"login,upload,verify,logout",iOS-17.2/ARM64|d6:a1:85:68:a0:7a,normal
SVC-0173,service_account,2024-01-03T11:40:38,25.201.191.204,US-East,/api/reports,biometric,8.22,"login,upload,verify,logout",FW-EdgeOS-3.1|25:c5:e6:8f:3c:41,normal
USR-0065,user,2024-01-03T11:48:09,59.184.91.78,AF-South,/api/settings,token,29.5,"login,upload,verify,logout",macOS-14.2/ARM64|f7:8d:90:33:63:97,normal
USR-0184,user,2024-01-03T11:51:24,26.211.169.184,EU-Central,/api/payments,password,39.38,"login,view,logout",FW-EdgeOS-3.1|7a:7c:19:73:77:1a,normal
SVC-0032,service_account,2024-01-03T11:53:52,200.208.79.237,AF-South,/db/admin,token,103.38,"login,search,view,logout",macOS-14.2/ARM64|14:b7:6b:7f:34:b5,normal
DEV-0040,edge_device,2024-01-03T12:01:56,74.107.220.202,US-East,/network/scan,sso,167.35,"login,read,read,logout",Android-14/ARM64|c2:59:9a:cf:00:9b,normal
SVC-0136,service_account,2024-01-03T12:03:24,147.118.185.84,US-West,/db/read,password,0.21,"login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail",macOS-14.2/ARM64|79:e3:91:e5:77:7a,brute_force
DEV-0000,edge_device,2024-01-03T12:04:44,189.52.44.152,EU-West,/network/vpn,biometric,53.75,"login,read,read,logout",iOS-17.2/ARM64|39:0c:8c:7d:72:47,normal
DEV-0160,edge_device,2024-01-03T12:10:44,135.210.209.211,AP-South,/db/read,sso,43.98,"login,read,read,logout",Ubuntu-22.04/x86_64|42:2c:21:9e:cb:f5,normal
SVC-0074,service_account,2024-01-03T12:13:40,111.165.128.7,SA-East,/api/settings,certificate,40.41,"login,upload,verify,logout",ChromeOS-120/x86_64|ce:8b:fc:e0:29:14,normal
